user_id,created_at,market,class,md_do,university_id,device_type,marketing_source
am_200336,2019-09-23,RoW,,,9,,students_work
am_196670,2019-08-01,RoW,,,1033,,students_work
am_184556,2019-01-02,RoW,,,45,,students_work
am_207148,2019-12-18,RoW,,,50,,students_work
am_185590,2019-01-21,RoW,,,4,,students_work
am_194073,2019-06-13,RoW,,,2378,,students_work
am_187505,2019-03-01,RoW,,,9,,students_work
am_199461,2019-09-12,RoW,,,46,,students_work
am_191575,2019-05-02,RoW,,,50,,students_work
am_200989,2019-10-01,RoW,,,50,,students_work
am_190340,2019-04-11,RoW,,,869,,students_work
am_187750,2019-03-06,RoW,,,21,,students_work
am_190384,2019-04-11,RoW,,,34,,students_work
am_194130,2019-06-14,RoW,,,40,,students_work
am_185485,2019-01-19,RoW,,,50,,students_work
am_204964,2019-11-17,RoW,,,61,,students_work
am_184861,2019-01-08,RoW,,,20,,students_work
am_184737,2019-01-06,RoW,,,1447,,students_work
am_203384,2019-10-29,RoW,,,12,,student_committee
am_192137,2019-05-13,RoW,,,37,,student_committee
am_201755,2019-10-10,RoW,,,1,,student_committee
am_184853,2019-01-08,RoW,,,38,,student_committee
am_206210,2019-12-03,RoW,,,51,,student_committee
am_202787,2019-10-22,RoW,,,19,,student_committee
am_192534,2019-05-20,RoW,,,40,,student_committee
am_185609,2019-01-21,RoW,,,19,,student_committee
am_202553,2019-10-19,RoW,,,29,,student_committee
am_201598,2019-10-08,RoW,,,3,,student_committee
am_191794,2019-05-07,RoW,,,22,,student_committee
am_206648,2019-12-09,RoW,,,46,,student_committee
am_188605,2019-03-23,RoW,,,50,,student_committee
am_185178,2019-01-14,RoW,,,32,,student_committee
am_190028,2019-04-07,RoW,,,12,,student_committee
am_202556,2019-10-19,RoW,,,46,,student_committee
am_200650,2019-09-26,RoW,4th year,,1683,,other_online_advertisement
am_197962,2019-08-22,RoW,4th year,,1918,,other_online_advertisement
am_199574,2019-09-14,RoW,5th year,,2182,,other_online_advertisement
am_184581,2019-01-02,US,,,50,,other_online_advertisement
am_186250,2019-02-04,RoW,3rd year,,1169,,other_online_advertisement
am_187862,2019-03-08,RoW,5th year,,1269,,other_online_advertisement
am_185526,2019-01-20,RoW,,,50,,other_online_advertisement
am_203241,2019-10-27,RoW,,,1252,,other_online_advertisement
am_191031,2019-04-23,RoW,4th year,,1657,,other_online_advertisement
am_186756,2019-02-14,RoW,1st year,,2577,,other_online_advertisement
am_204013,2019-11-05,RoW,3rd year,,50,,other_online_advertisement
am_203823,2019-11-02,RoW,2nd year,,1906,,other_online_advertisement
am_199270,2019-09-10,RoW,3rd year,,1683,,other_online_advertisement
am_195945,2019-07-18,RoW,6th year,,1093,,other_online_advertisement
am_201626,2019-10-09,RoW,3rd year,,50,,other_online_advertisement
am_199804,2019-09-17,RoW,3rd year,,50,,other_online_advertisement
am_192489,2019-05-19,RoW,,,50,,other_online_advertisement
am_197128,2019-08-09,RoW,,,50,,other_online_advertisement
am_197587,2019-08-16,RoW,3rd year,,50,,other_online_advertisement
am_194230,2019-06-16,RoW,6th year,,280,,other_online_advertisement
am_206102,2019-12-02,RoW,2nd year,,1684,,other_online_advertisement
am_203127,2019-10-26,RoW,,,58,,other_online_advertisement
am_193636,2019-06-07,RoW,1st year,,2228,,other_online_advertisement
am_187078,2019-02-21,RoW,4th year,,554,,other_online_advertisement
am_192443,2019-05-18,RoW,2nd year,,1240,,other_online_advertisement
am_203136,2019-10-26,RoW,4th year,,1941,,other_online_advertisement
am_188767,2019-03-26,RoW,6th year,,1300,,other_online_advertisement
am_206186,2019-12-03,RoW,4th year,,1030,,other_online_advertisement
am_192584,2019-05-20,RoW,5th year,,1101,,other_online_advertisement
am_193636,2019-06-07,RoW,1st year,,2228,,other_online_advertisement
am_185255,2019-01-15,RoW,5th year,,2588,,other_online_advertisement
am_190275,2019-04-09,RoW,5th year,,1121,,other_online_advertisement
am_190886,2019-04-21,RoW,2nd year,,1691,,other_online_advertisement
am_191831,2019-05-07,RoW,5th year,,1424,,other_online_advertisement
am_195118,2019-07-01,RoW,6th year,,2383,,other_online_advertisement
am_206449,2019-12-07,RoW,1st year,,1090,,other_online_advertisement
am_188179,2019-03-14,RoW,2nd year,,50,,other_online_advertisement
am_185541,2019-01-20,RoW,5th year,,1464,,other_online_advertisement
am_206470,2019-12-07,RoW,,,50,,other_online_advertisement
am_201179,2019-10-03,RoW,,,50,,other_online_advertisement
am_186250,2019-02-04,RoW,3rd year,,1169,,other_online_advertisement
am_201076,2019-10-02,RoW,3rd year,,1683,,other_online_advertisement
am_185330,2019-01-16,RoW,,,50,mobile,
am_203273,2019-10-28,RoW,1st year,,1038,mobile,
am_204434,2019-11-10,RoW,1st year,,918,mobile,
am_186938,2019-02-18,RoW,2nd year,,2176,mobile,
am_194294,2019-06-17,RoW,2nd year,,3200,mobile,
am_200781,2019-09-28,RoW,2nd year,,2039,mobile,
am_203144,2019-10-26,RoW,3rd year,,2907,mobile,
am_189501,2019-04-03,RoW,3rd year,,891,mobile,
am_190958,2019-04-22,RoW,3rd year,,1665,mobile,
am_206132,2019-12-02,RoW,4th year,,1108,mobile,
am_200829,2019-09-29,RoW,4th year,,2504,mobile,
am_185086,2019-01-12,RoW,4th year,,1228,mobile,
am_200464,2019-09-24,RoW,4th year,,2542,mobile,
am_184650,2019-01-04,RoW,6th year,,50,mobile,
am_191182,2019-04-26,RoW,6th year,,50,mobile,
am_185171,2019-01-14,RoW,6th year,,1079,mobile,
am_199526,2019-09-13,RoW,6th year,,2381,mobile,
am_204137,2019-11-06,RoW,6th year,,336,mobile,
am_192906,2019-05-26,RoW,6th year,,1696,mobile,
am_203922,2019-11-04,RoW,6th year,,1697,mobile,
am_198659,2019-09-01,RoW,,,50,mobile,
am_200688,2019-09-27,RoW,,,50,mobile,
am_201334,2019-10-05,RoW,2nd year,,2378,mobile,
am_205038,2019-11-18,RoW,2nd year,,438,mobile,
am_197411,2019-08-14,RoW,3rd year,,2058,mobile,
am_202180,2019-10-15,RoW,4th year,,50,mobile,
am_196010,2019-07-19,RoW,4th year,,2267,mobile,
am_200024,2019-09-19,RoW,4th year,,752,mobile,
am_202893,2019-10-23,RoW,5th year,,2588,mobile,
am_199882,2019-09-17,RoW,5th year,,50,mobile,
am_193493,2019-06-05,RoW,6th year,,19,mobile,
am_194670,2019-06-23,RoW,6th year,,2105,mobile,
am_199205,2019-09-09,RoW,6th year,,2987,mobile,
am_192917,2019-05-26,RoW,6th year,,2500,mobile,
am_186267,2019-02-04,RoW,,,50,mobile,
am_203283,2019-10-28,RoW,1st year,,1367,mobile,
am_198422,2019-08-29,RoW,2nd year,,50,mobile,
am_203399,2019-10-29,RoW,2nd year,,3172,mobile,
am_199839,2019-09-17,RoW,3rd year,,2110,mobile,
am_192279,2019-05-15,RoW,3rd year,,616,mobile,
am_187677,2019-03-04,RoW,3rd year,,3189,mobile,
am_184572,2019-01-02,RoW,3rd year,,1425,mobile,
am_199195,2019-09-09,RoW,3rd year,,918,mobile,
am_195080,2019-06-30,RoW,3rd year,,2504,mobile,
am_190759,2019-04-18,RoW,3rd year,,2520,mobile,
am_196080,2019-07-21,RoW,3rd year,,479,mobile,
am_207547,2019-12-26,RoW,5th year,,50,mobile,
am_197703,2019-08-19,RoW,5th year,,2501,mobile,
am_186048,2019-01-30,RoW,6th year,,1323,mobile,
am_202232,2019-10-16,RoW,6th year,,50,mobile,
am_195326,2019-07-05,RoW,6th year,,3129,mobile,
am_199707,2019-09-16,RoW,6th year,,329,mobile,
am_199715,2019-09-16,RoW,6th year,,1453,mobile,
am_204606,2019-11-12,RoW,6th year,,2495,mobile,
am_205823,2019-11-27,RoW,6th year,,2504,mobile,
am_191554,2019-05-02,RoW,,,50,mobile,
am_194387,2019-06-18,RoW,,,50,mobile,
am_202855,2019-10-23,RoW,,,50,mobile,
am_190945,2019-04-22,RoW,,,903,mobile,
am_201757,2019-10-10,RoW,,,2257,mobile,
am_194048,2019-06-12,RoW,1st year,,45,mobile,
am_207576,2019-12-26,RoW,1st year,,2126,mobile,
am_202317,2019-10-17,RoW,2nd year,,50,mobile,
am_203193,2019-10-27,RoW,2nd year,,682,mobile,
am_194446,2019-06-19,RoW,3rd year,,1692,mobile,
am_197523,2019-08-16,RoW,4th year,,2068,mobile,
am_193423,2019-06-04,RoW,4th year,,50,mobile,
am_207052,2019-12-16,RoW,5th year,,31,mobile,
am_201432,2019-10-07,RoW,5th year,,61,mobile,
am_187073,2019-02-21,RoW,5th year,,2879,mobile,
am_205411,2019-11-22,RoW,5th year,,2112,mobile,
am_187059,2019-02-20,RoW,5th year,,2910,mobile,
am_207588,2019-12-26,RoW,5th year,,652,mobile,
am_198177,2019-08-25,RoW,5th year,,2501,mobile,
am_202061,2019-10-14,RoW,6th year,,1794,mobile,
am_186551,2019-02-11,RoW,6th year,,1693,mobile,
am_189586,2019-04-04,RoW,6th year,,2247,mobile,
am_195375,2019-07-06,RoW,,,50,mobile,
am_200328,2019-09-23,RoW,,,50,mobile,
am_203819,2019-11-02,RoW,,,50,mobile,
am_188551,2019-03-22,RoW,1st year,,1367,mobile,
am_206039,2019-12-01,RoW,1st year,,2521,mobile,
am_198494,2019-08-29,RoW,2nd year,,8,mobile,
am_190375,2019-04-11,RoW,2nd year,,50,mobile,
am_188903,2019-03-28,RoW,2nd year,,2505,mobile,
am_202839,2019-10-23,RoW,2nd year,,2505,mobile,
am_197126,2019-08-09,RoW,3rd year,,275,mobile,
am_189930,2019-04-06,RoW,3rd year,,1580,mobile,
am_193860,2019-06-10,RoW,3rd year,,2276,mobile,
am_195064,2019-06-30,RoW,4th year,,2103,mobile,
am_202994,2019-10-24,RoW,4th year,,2116,mobile,
am_201106,2019-10-02,RoW,4th year,,2379,mobile,
am_195571,2019-07-10,RoW,5th year,,1830,mobile,
am_198760,2019-09-03,RoW,5th year,,2370,mobile,
am_196768,2019-08-03,RoW,5th year,,370,mobile,
am_196381,2019-07-26,RoW,5th year,,2719,mobile,
am_199916,2019-09-18,RoW,6th year,,1581,mobile,
am_206867,2019-12-13,RoW,6th year,,1582,mobile,
am_201943,2019-10-13,RoW,6th year,,2506,mobile,
am_195129,2019-07-01,RoW,1st year,,1028,mobile,
am_198101,2019-08-24,RoW,1st year,,2900,mobile,
am_191122,2019-04-25,RoW,2nd year,,1965,mobile,
am_204980,2019-11-17,RoW,2nd year,,948,mobile,
am_190628,2019-04-16,RoW,2nd year,,1974,mobile,
am_204986,2019-11-17,RoW,3rd year,,2142,mobile,
am_186363,2019-02-06,RoW,4th year,,2062,mobile,
am_201423,2019-10-07,RoW,4th year,,23,mobile,
am_204551,2019-11-11,RoW,4th year,,1592,mobile,
am_206780,2019-12-11,RoW,4th year,,2446,mobile,
am_199912,2019-09-18,RoW,5th year,,3187,mobile,
am_194949,2019-06-28,RoW,5th year,,1436,mobile,
am_194838,2019-06-26,RoW,6th year,,50,mobile,
am_189330,2019-04-02,RoW,6th year,,2500,mobile,
am_191128,2019-04-25,RoW,,,50,mobile,
am_194993,2019-06-29,RoW,3rd year,,2387,mobile,
am_186558,2019-02-11,RoW,3rd year,,2164,mobile,
am_202885,2019-10-23,RoW,3rd year,,2438,mobile,
am_202595,2019-10-20,RoW,3rd year,,1438,mobile,
am_202411,2019-10-18,RoW,3rd year,,1974,mobile,
am_202699,2019-10-21,RoW,4th year,,2180,mobile,
am_192253,2019-05-15,RoW,4th year,,1440,mobile,
am_194324,2019-06-17,RoW,4th year,,1225,mobile,
am_196043,2019-07-20,RoW,5th year,,50,mobile,
am_204323,2019-11-08,RoW,5th year,,50,mobile,
am_203980,2019-11-04,RoW,5th year,,2118,mobile,
am_195972,2019-07-18,RoW,5th year,,2477,mobile,
am_190600,2019-04-15,RoW,6th year,,50,mobile,
am_194237,2019-06-16,RoW,,,50,mobile,
am_194398,2019-06-18,RoW,,,50,mobile,
am_202848,2019-10-23,RoW,,,50,mobile,
am_202020,2019-10-14,RoW,,,3166,mobile,
am_193630,2019-06-07,RoW,1st year,,1810,mobile,
am_188003,2019-03-11,RoW,1st year,,1579,mobile,
am_205729,2019-11-26,RoW,2nd year,,1817,mobile,
am_188005,2019-03-11,RoW,2nd year,,1579,mobile,
am_204392,2019-11-09,RoW,2nd year,,1083,mobile,
am_187940,2019-03-10,RoW,3rd year,,1580,mobile,
am_198702,2019-09-02,RoW,3rd year,,206,mobile,
am_193252,2019-06-01,RoW,3rd year,,2283,mobile,
am_195414,2019-07-07,RoW,4th year,,50,mobile,
am_205266,2019-11-20,RoW,4th year,,2112,mobile,
am_192558,2019-05-20,RoW,4th year,,2118,mobile,
am_188309,2019-03-17,RoW,4th year,,391,mobile,
am_196848,2019-08-05,RoW,4th year,,3207,mobile,
am_194493,2019-06-20,RoW,4th year,,969,mobile,
am_202413,2019-10-18,RoW,5th year,,280,mobile,
am_187698,2019-03-05,RoW,5th year,,50,mobile,
am_202010,2019-10-14,RoW,5th year,,2117,mobile,
am_203567,2019-10-31,RoW,5th year,,350,mobile,
am_204293,2019-11-08,RoW,5th year,,2188,mobile,
am_207282,2019-12-21,RoW,5th year,,1463,mobile,
am_194422,2019-06-19,RoW,5th year,,2247,mobile,
am_206519,2019-12-08,RoW,6th year,,1320,mobile,
am_193061,2019-05-29,RoW,1st year,,620,mobile,
am_195679,2019-07-12,RoW,1st year,,410,mobile,
am_187957,2019-03-10,RoW,2nd year,,1835,mobile,
am_198422,2019-08-29,RoW,2nd year,,50,mobile,
am_199894,2019-09-17,RoW,2nd year,,354,mobile,
am_203183,2019-10-27,RoW,2nd year,,1902,mobile,
am_204510,2019-11-11,RoW,2nd year,,416,mobile,
am_192501,2019-05-19,RoW,2nd year,,930,mobile,
am_185412,2019-01-17,RoW,3rd year,,2513,mobile,
am_193973,2019-06-11,RoW,3rd year,,2551,mobile,
am_200209,2019-09-22,RoW,4th year,,2825,mobile,
am_193426,2019-06-04,RoW,4th year,,2901,mobile,
am_201662,2019-10-09,RoW,4th year,,1688,mobile,
am_195463,2019-07-08,RoW,5th year,,2899,mobile,
am_187836,2019-03-07,RoW,5th year,,3173,mobile,
am_203469,2019-10-30,RoW,5th year,,1962,mobile,
am_198773,2019-09-03,RoW,6th year,,2062,mobile,
am_199064,2019-09-07,RoW,6th year,,50,mobile,
am_189174,2019-03-31,RoW,6th year,,1269,mobile,
am_191483,2019-05-01,RoW,,,50,mobile,
am_203460,2019-10-30,RoW,,,50,mobile,
am_203920,2019-11-04,RoW,1st year,,807,mobile,
am_190984,2019-04-22,RoW,2nd year,,1820,mobile,
am_197260,2019-08-12,RoW,3rd year,,2075,mobile,
am_186238,2019-02-04,RoW,3rd year,,34,mobile,
am_194473,2019-06-19,RoW,5th year,,1049,mobile,
am_197087,2019-08-08,RoW,5th year,,1818,mobile,
am_195222,2019-07-03,RoW,6th year,,1328,mobile,
am_194854,2019-06-26,RoW,6th year,,50,mobile,
am_204922,2019-11-16,RoW,6th year,,50,mobile,
am_194594,2019-06-22,RoW,6th year,,1421,mobile,
am_204711,2019-11-13,RoW,6th year,,2966,mobile,
am_189029,2019-03-30,RoW,6th year,,1203,mobile,
am_199259,2019-09-10,RoW,6th year,,206,mobile,
am_201683,2019-10-09,RoW,6th year,,2811,mobile,
am_184626,2019-01-03,US,,,50,mobile,
am_203715,2019-11-01,RoW,,,3106,mobile,
am_198278,2019-08-27,RoW,,,50,mobile,
am_205929,2019-11-29,RoW,,,50,mobile,
am_204280,2019-11-08,RoW,1st year,,1113,mobile,
am_185682,2019-01-23,RoW,1st year,,941,mobile,
am_189525,2019-04-03,RoW,2nd year,,50,mobile,
am_207475,2019-12-24,RoW,2nd year,,50,mobile,
am_190704,2019-04-17,RoW,3rd year,,1691,mobile,
am_204101,2019-11-05,RoW,4th year,,2098,mobile,
am_188309,2019-03-17,RoW,4th year,,391,mobile,
am_207781,2019-12-31,RoW,4th year,,959,mobile,
am_201869,2019-10-12,RoW,5th year,,1087,mobile,
am_192612,2019-05-21,RoW,5th year,,1451,mobile,
am_184752,2019-01-06,RoW,6th year,,50,mobile,
am_190158,2019-04-08,RoW,6th year,,910,mobile,
am_192536,2019-05-20,RoW,6th year,,1941,mobile,
am_205062,2019-11-18,RoW,6th year,,1956,mobile,
am_188105,2019-03-13,RoW,6th year,,1454,mobile,
am_195994,2019-07-19,RoW,6th year,,2240,mobile,
am_192917,2019-05-26,RoW,6th year,,2500,mobile,
am_185011,2019-01-11,RoW,6th year,,977,mobile,
am_191150,2019-04-25,RoW,,,50,mobile,
am_200366,2019-09-23,RoW,,,50,mobile,
am_203675,2019-11-01,RoW,,,50,mobile,
am_191982,2019-05-10,RoW,1st year,,656,mobile,
am_200764,2019-09-28,RoW,1st year,,3240,mobile,
am_195105,2019-07-01,RoW,2nd year,,1621,mobile,
am_185059,2019-01-11,RoW,2nd year,,1480,mobile,
am_187949,2019-03-10,RoW,2nd year,,2520,mobile,
am_199956,2019-09-18,RoW,3rd year,,952,mobile,
am_192715,2019-05-22,RoW,4th year,,50,mobile,
am_204394,2019-11-09,RoW,4th year,,1972,mobile,
am_189988,2019-04-07,RoW,4th year,,1269,mobile,
am_206364,2019-12-05,RoW,5th year,,434,mobile,
am_204133,2019-11-06,RoW,5th year,,3030,mobile,
am_185577,2019-01-21,RoW,6th year,,780,mobile,
am_197526,2019-08-16,RoW,6th year,,2068,mobile,
am_193688,2019-06-08,RoW,6th year,,2928,mobile,
am_206385,2019-12-06,RoW,6th year,,1667,mobile,
am_184685,2019-01-04,RoW,6th year,,948,mobile,
am_187121,2019-02-21,RoW,6th year,,2510,mobile,
am_185465,2019-01-18,RoW,,,50,mobile,
am_197108,2019-08-09,RoW,2nd year,,1040,mobile,
am_197551,2019-08-16,RoW,2nd year,,2080,mobile,
am_186008,2019-01-29,RoW,3rd year,,2061,mobile,
am_197537,2019-08-16,RoW,3rd year,,50,mobile,
am_202024,2019-10-14,RoW,3rd year,,2938,mobile,
am_192220,2019-05-15,RoW,3rd year,,1691,mobile,
am_202509,2019-10-19,RoW,3rd year,,1974,mobile,
am_194351,2019-06-18,RoW,3rd year,,1773,mobile,
am_196607,2019-07-31,RoW,4th year,,1028,mobile,
am_196819,2019-08-04,RoW,4th year,,1822,mobile,
am_186233,2019-02-04,RoW,4th year,,2079,mobile,
am_191679,2019-05-05,RoW,4th year,,1581,mobile,
am_189802,2019-04-05,RoW,5th year,,1864,mobile,
am_194511,2019-06-20,RoW,5th year,,2453,mobile,
am_202028,2019-10-14,RoW,5th year,,1984,mobile,
am_191967,2019-05-10,RoW,5th year,,2523,mobile,
am_207355,2019-12-22,RoW,5th year,,2537,mobile,
am_195950,2019-07-18,RoW,,,50,mobile,
am_198275,2019-08-27,RoW,,,50,mobile,
am_203238,2019-10-27,RoW,1st year,,2553,mobile,
am_199831,2019-09-17,RoW,2nd year,,1028,mobile,
am_203824,2019-11-03,RoW,2nd year,,948,mobile,
am_205246,2019-11-20,RoW,3rd year,,645,mobile,
am_199994,2019-09-19,RoW,4th year,,2078,mobile,
am_193923,2019-06-10,RoW,4th year,,1320,mobile,
am_202371,2019-10-17,RoW,4th year,,941,mobile,
am_198244,2019-08-26,RoW,4th year,,1471,mobile,
am_190372,2019-04-11,RoW,5th year,,544,mobile,
am_191430,2019-04-30,RoW,5th year,,1909,mobile,
am_206645,2019-12-09,RoW,5th year,,735,mobile,
am_191092,2019-04-24,RoW,6th year,,1807,mobile,
am_194321,2019-06-17,RoW,6th year,,2105,mobile,
am_191725,2019-05-06,RoW,,,50,mobile,
am_200582,2019-09-25,RoW,,,50,mobile,
am_201934,2019-10-13,RoW,,,50,mobile,
am_204656,2019-11-12,RoW,,,50,mobile,
am_187780,2019-03-06,RoW,2nd year,,2095,mobile,
am_185847,2019-01-26,RoW,2nd year,,2164,mobile,
am_186728,2019-02-14,RoW,2nd year,,941,mobile,
am_191639,2019-05-04,RoW,2nd year,,1453,mobile,
am_193920,2019-06-10,RoW,3rd year,,1919,mobile,
am_199346,2019-09-11,RoW,4th year,,1070,mobile,
am_191357,2019-04-29,RoW,4th year,,2495,mobile,
am_196433,2019-07-28,RoW,5th year,,2577,mobile,
am_196013,2019-07-19,RoW,5th year,,50,mobile,
am_205374,2019-11-21,RoW,5th year,,1183,mobile,
am_205575,2019-11-24,RoW,5th year,,1730,mobile,
am_194086,2019-06-13,RoW,6th year,,50,mobile,
am_204398,2019-11-09,RoW,6th year,,2113,mobile,
am_201156,2019-10-03,RoW,6th year,,2379,mobile,
am_191923,2019-05-09,RoW,6th year,,2401,mobile,
am_194124,2019-06-14,RoW,6th year,,2921,mobile,
am_189012,2019-03-30,RoW,6th year,,1246,mobile,
am_200557,2019-09-25,RoW,6th year,,2281,mobile,
am_185974,2019-01-29,RoW,,,50,mobile,
am_205482,2019-11-23,RoW,,,50,mobile,
am_207224,2019-12-19,RoW,,,50,mobile,
am_191423,2019-04-30,RoW,1st year,,1271,mobile,
am_194391,2019-06-18,RoW,1st year,,2555,mobile,
am_199939,2019-09-18,RoW,3rd year,,2079,mobile,
am_197408,2019-08-14,RoW,3rd year,,2087,mobile,
am_203112,2019-10-26,RoW,3rd year,,1685,mobile,
am_196078,2019-07-21,RoW,4th year,,50,mobile,
am_198093,2019-08-24,RoW,4th year,,619,mobile,
am_205014,2019-11-17,RoW,4th year,,940,mobile,
am_205566,2019-11-24,RoW,4th year,,2508,mobile,
am_196615,2019-07-31,RoW,4th year,,2003,mobile,
am_192783,2019-05-23,RoW,4th year,,2539,mobile,
am_189684,2019-04-05,RoW,4th year,,1781,mobile,
am_196762,2019-08-03,RoW,5th year,,2084,mobile,
am_190614,2019-04-15,RoW,5th year,,50,mobile,
am_190514,2019-04-14,RoW,5th year,,910,mobile,
am_195117,2019-07-01,RoW,5th year,,1963,mobile,
am_184650,2019-01-04,RoW,6th year,,50,mobile,
am_194701,2019-06-24,RoW,6th year,,50,mobile,
am_204140,2019-11-06,RoW,6th year,,1850,mobile,
am_191174,2019-04-25,RoW,,,50,mobile,
am_196676,2019-08-01,RoW,,,50,mobile,
am_191198,2019-04-26,RoW,2nd year,,937,mobile,
am_202967,2019-10-24,RoW,3rd year,,50,mobile,
am_197229,2019-08-11,RoW,3rd year,,910,mobile,
am_199262,2019-09-10,RoW,4th year,,61,mobile,
am_203916,2019-11-04,RoW,4th year,,2510,mobile,
am_190457,2019-04-13,RoW,5th year,,1810,mobile,
am_190203,2019-04-08,RoW,5th year,,2104,mobile,
am_200191,2019-09-21,RoW,6th year,,50,mobile,
am_205484,2019-11-23,RoW,6th year,,50,mobile,
am_196040,2019-07-20,RoW,2nd year,,1595,mobile,
am_193155,2019-05-30,RoW,2nd year,,1971,mobile,
am_204220,2019-11-07,RoW,3rd year,,2362,mobile,
am_202474,2019-10-18,RoW,3rd year,,2495,mobile,
am_200463,2019-09-24,RoW,3rd year,,2542,mobile,
am_206088,2019-12-02,RoW,4th year,,935,mobile,
am_189502,2019-04-03,RoW,4th year,,3241,mobile,
am_206314,2019-12-05,RoW,4th year,,953,mobile,
am_206739,2019-12-11,RoW,4th year,,2543,mobile,
am_203806,2019-11-02,RoW,5th year,,50,mobile,
am_204125,2019-11-06,RoW,5th year,,712,mobile,
am_188965,2019-03-29,RoW,6th year,,2579,mobile,
am_192075,2019-05-12,RoW,6th year,,1366,mobile,
am_202671,2019-10-21,RoW,,,50,mobile,
am_205879,2019-11-28,RoW,,,50,mobile,
am_206903,2019-12-13,RoW,,,50,mobile,
am_191703,2019-05-05,RoW,,,2278,mobile,
am_198786,2019-09-03,RoW,1st year,,2188,mobile,
am_190560,2019-04-15,RoW,1st year,,2510,mobile,
am_190834,2019-04-19,RoW,2nd year,,1030,mobile,
am_188244,2019-03-15,RoW,2nd year,,2109,mobile,
am_185948,2019-01-28,RoW,2nd year,,1124,mobile,
am_205978,2019-11-30,RoW,3rd year,,50,mobile,
am_187512,2019-03-01,RoW,3rd year,,330,mobile,
am_188976,2019-03-29,RoW,3rd year,,2495,mobile,
am_201462,2019-10-07,RoW,4th year,,2149,mobile,
am_189043,2019-03-30,RoW,5th year,,2098,mobile,
am_190953,2019-04-22,RoW,5th year,,1654,mobile,
am_193389,2019-06-03,RoW,5th year,M.D.,3190,mobile,
am_190872,2019-04-20,RoW,6th year,,832,mobile,
am_185536,2019-01-20,RoW,6th year,,2011,mobile,
am_189834,2019-04-06,RoW,,,50,mobile,
am_198064,2019-08-23,RoW,,,50,mobile,
am_202594,2019-10-20,RoW,,,50,mobile,
am_203206,2019-10-27,RoW,,,50,mobile,
am_195292,2019-07-04,RoW,2nd year,,50,mobile,
am_196801,2019-08-04,RoW,2nd year,,50,mobile,
am_204453,2019-11-10,RoW,3rd year,,282,mobile,
am_193575,2019-06-06,RoW,3rd year,,2431,mobile,
am_200091,2019-09-20,RoW,4th year,,2319,mobile,
am_202794,2019-10-22,RoW,4th year,,1585,mobile,
am_200699,2019-09-27,RoW,4th year,,952,mobile,
am_196692,2019-08-01,RoW,4th year,,2501,mobile,
am_195618,2019-07-11,RoW,5th year,,338,mobile,
am_195979,2019-07-19,RoW,5th year,,2950,mobile,
am_204242,2019-11-07,RoW,5th year,,2501,mobile,
am_198762,2019-09-03,RoW,5th year,,1992,mobile,
am_191696,2019-05-05,RoW,6th year,,1582,mobile,
am_191727,2019-05-06,RoW,6th year,,1092,mobile,
am_192852,2019-05-24,RoW,6th year,,1768,mobile,
am_189832,2019-04-06,RoW,1st year,,2896,mobile,
am_197531,2019-08-16,RoW,2nd year,,50,mobile,
am_197459,2019-08-15,RoW,2nd year,,1850,mobile,
am_189038,2019-03-30,RoW,3rd year,,1730,mobile,
am_187245,2019-02-24,RoW,3rd year,,2510,mobile,
am_196653,2019-08-01,RoW,4th year,,2583,mobile,
am_188064,2019-03-12,RoW,4th year,,2114,mobile,
am_198533,2019-08-30,RoW,4th year,,2942,mobile,
am_203820,2019-11-02,RoW,4th year,,935,mobile,
am_192281,2019-05-15,RoW,5th year,,3232,mobile,
am_191967,2019-05-10,RoW,5th year,,2523,mobile,
am_197468,2019-08-15,RoW,5th year,,2268,mobile,
am_186866,2019-02-17,RoW,6th year,,616,mobile,
am_194132,2019-06-14,RoW,6th year,,626,mobile,
am_192970,2019-05-27,RoW,,,50,mobile,
am_195889,2019-07-16,RoW,,,50,mobile,
am_203575,2019-10-31,RoW,,,50,mobile,
am_205532,2019-11-23,RoW,1st year,,2114,mobile,
am_185730,2019-01-24,RoW,2nd year,,1675,mobile,
am_203222,2019-10-27,RoW,2nd year,,957,mobile,
am_202427,2019-10-18,RoW,4th year,,50,mobile,
am_205161,2019-11-19,RoW,4th year,,50,mobile,
am_193544,2019-06-06,RoW,4th year,,1918,mobile,
am_205385,2019-11-21,RoW,4th year,,2468,mobile,
am_189372,2019-04-02,RoW,5th year,,50,mobile,
am_195634,2019-07-11,RoW,5th year,,2116,mobile,
am_195667,2019-07-12,RoW,5th year,,2990,mobile,
am_196933,2019-08-06,RoW,5th year,,3257,mobile,
am_207711,2019-12-29,RoW,6th year,,652,mobile,
am_188362,2019-03-18,RoW,6th year,,1269,mobile,
am_184550,2019-01-02,RoW,,,50,mobile,
am_195804,2019-07-15,RoW,,,50,mobile,
am_202417,2019-10-18,RoW,,,50,mobile,
am_192621,2019-05-21,RoW,,,618,mobile,
am_192949,2019-05-27,RoW,1st year,,2263,mobile,
am_186201,2019-02-03,RoW,2nd year,,2078,mobile,
am_207406,2019-12-22,RoW,2nd year,,50,mobile,
am_204030,2019-11-05,RoW,2nd year,,1665,mobile,
am_190042,2019-04-07,RoW,2nd year,,3029,mobile,
am_188853,2019-03-28,RoW,2nd year,,746,mobile,
am_187882,2019-03-09,RoW,3rd year,,2,mobile,
am_193337,2019-06-02,RoW,3rd year,,50,mobile,
